,name,platform,director,casting,rating,원제,제작 연도,장르,국가,연령 등급,내용,채널
2513,드래곤볼Z 1기,"['왓챠', '웨이브', '티빙']","['니시오 다이스케', '니시오 다이스케']","['노자와 마사코', '츠루 히로미', '호리카와 료', '타나카 마유미', '후루카와 토시오', '스즈오키 히로타카']",4.2,ドラゴンボールZ,1989,애니메이션,일본,전체 관람가,"흥미진진한 드래곤 볼! 계속되는 이야기! 성장한 손오공이 치치와 결혼하여 손오반이라는 아들까지 둔 모습을 보여주고 있다. 어느 날 우주로부터 형 라데츠가 찾아와 지구를 멸망시키려고 하며 손오공에게 동참할 것을 설득한다. 하지만, 자신의 설득이 먹혀들지 않자 조카인 오반을 납치한다. 오공과 피콜로가 합심하여 라데츠를 물리치지만, 오공도 죽어버리는 사태가 발생한다. 지구를 위해, 그리고 우주를 위해 싸우는 Z 용사들!",Fuji TV
2514,드래곤볼Z 2기,"['왓챠', '웨이브', '티빙']","['니시오 다이스케', '니시오 다이스케']","['노자와 마사코', '호리카와 료', '쿠사오 타케시', '츠루 히로미', '후루카와 토시오', '타나카 마유미']",4.3,ドラゴンボールZ,1989,애니메이션,일본,전체 관람가,"드래곤볼... 7개의 구슬을 모으면 용신이 나타나 그 어떠한 소원이라도 들어준다. 그래서 드래곤볼을 찾아 다니면서 여러 마을들을 여행하면서 점점 무도가로 성장하는 오공앞에 동료와 적들이 차례로 등장하게 되고 드디어 그는 전 은하의 초인들과의 사투를 벌이게 된다. 프리더와의 힘겨운 싸움이 끝난 지 3년 후, 다시 만난 오공과 친구들은 그곳에서 인조인간 19호와 20호를 만난다. 인조인간들은 손오공이 멸망시킨 레드리본군의 겔로 박사의 컴퓨터가 손오공을 없애기 위하여 만든 것이었는데, 오공은 이 인조인간들과 싸우다 심장병이 발발해 미처 싸움을 다 끝내지 못하고 도망가게 된다. 초사이언이 된 베지터와 싸우던 19호와 20호 중 19호는 죽고 20호는 겨우 도망쳐 연구소에 돌아가 17호,18호를 깨운다. 한편 트랭크스는 과거로 돌아오면서 셀의 알과 같이 돌아온다. 17호와 18호를 흡수해야 완전체가 될 수 있는 셀은 오공과 친구들이 정신과 시간이란 방에서 수행을 하는 동안 피콜로를 죽이고 17호,18호를 흡수해 완전체가 된다. 완전체가 된 셀은 '셀게임'이라는 무술대회를 열게 되고, 오공은 사라진 드래곤볼을 부활시킨다. 그리고 드디어 셀게임이 시작되는데..",Fuji TV
2515,아바타 - 아앙의 전설 시즌 2,"['넷플릭스', '티빙']",[],"['잭 타일러', '메이 휘트먼', '밋첼 머소', '단테 바스코', '잭 드 세나', '디 브래들리 베이커']",4.3,Avatar: The Last Airbender,2006,애니메이션/액션/모험/가족/판타지/미스터리,미국,7세 관람가,"물의 부족, 흙의 왕국, 불의 제국, 공기의 유목민은 불의 제국이 일으킨 전쟁으로 평화로운 균형을 잃게 된다. 사람들은 4개의 원소를 모두 다룰 줄 아는 아바타가 나타나 이 세상에 평화를 다시 돌아오기를 기다린다. 물의 부족인 카타라와 소카 남매는 빙하 속에 갇힌 아바타, 공기의 유목민 출신 아앙을 구해준다. 아바타의 운명을 타고난 아앙은 4가지 요소를 다루는 능력을 마스터하고 불의 제국을 물리쳐야 하지만 이 거대한 임무를 감당하는 것이 달갑지 만은 않다. 카타라와 그녀의 용감한 오빠 소카의 도움을 받으며 아앙은 세계를 구하기 위한 위험한 여행을 시작한다.",Nickelodeon
2516,스타 트렉 시즌 1,['넷플릭스'],"['마크 다니엘스', '조셉 페브네이', '빈센트 맥에비티', '랄프 세넨스키', '주드 테일러', '마크 다니엘스', '조셉 페브네이', '빈센트 맥에비티', '랄프 세넨스키', '주드 테일러', '마크 다니엘스', '조셉 페브네이', '빈센트 맥에비티', '랄프 세넨스키', '주드 테일러', '마크 다니엘스', '조셉 페브네이', '빈센트 맥에비티', '랄프 세넨스키', '주드 테일러']","['윌리엄 샤트너', '레너드 니모이', '디포레스트 켈리', '제임스 두한', '조지 타케이', '니켈 니콜스']",3.9,Star Trek,1966,모험/TV드라마,미국,12세 관람가,미국 NBC 방송에서 방영된 우주 함선 USS 엔터프라이즈호와 승무원들의 모험을 그린 SF 드라마.,NBC
2517,저스티스 리그 시즌 2,,[],"['케빈 콘로이', '조지 뉴번', '수잔 아이젠버그', '필 라마', '마이클 로젠바움', '칼 럼블리']",4.1,Justice League,2003,애니메이션,미국,,"강철의 사나이 슈퍼맨, 어둠의 기사 배트맨, 아마존의 전사 원더우먼, 우주경비대 그린 랜턴, 빛보다 빠른 남자 플래쉬, 화성인 맨헌터 그리고 호크걸. 7명의 히어로들이 지구를 지키기 위해 뭉쳐 '저스티스 리그'를 결성했다!",Cartoon Network
2518,저스티스 리그 시즌 1,,[],"['케빈 콘로이', '조지 뉴번', '수잔 아이젠버그', '필 라마', '마이클 로젠바움', '칼 럼블리']",4.0,Justice League,2001,애니메이션,미국,,"강철의 사나이 슈퍼맨, 어둠의 기사 배트맨, 아마존의 전사 원더우먼, 우주경비대 그린 랜턴, 빛보다 빠른 남자 플래쉬, 화성인 맨헌터 그리고 호크걸. 7명의 히어로들이 지구를 지키기 위해 뭉쳐 '저스티스 리그'를 결성했다!",Cartoon Network
2519,마이 리틀 포니 시즌 1,"['왓챠', '넷플릭스', '웨이브', '티빙']","['크리스 바틀맨', '커스텐 뉴랜즈']","['타라 스트롱', '애슐리 볼']",4.1,My Little Pony: Friendship Is Magic,2010,애니메이션/키즈,미국,전체 관람가,"귀여운 포니 친구들과 환상의 나라로 떠나자! 셀레스티아 공주가 다스리는 이퀘스트리아의 포니 마을에서, 우정에 대해 배우라는 지침을 받은 유니콘 포니 트와일라잇 스파클과 다섯 명의 포니가 가까운 친구가 되면서 우정에 생긴 문제들을 함께 해결해 나가는 모험담",Discovery Family
2520,팬티 & 스타킹 with 가터벨트,,[],"['오가사와라 아리사', '이세 마리야', '이시이 코지', '나카무라 타카시', '요시노 히로유키', '코마츠 유카']",3.6,パンティ&ストッキングwithガーターベルト,2010,애니메이션/코미디/액션,일본,,가이낙스에서 제작한 애니메이션으로 교회의 신부님 가터벨트가 팬티와 스타킹 자매에게 고스트 퇴치 지령을 내리면서 벌어지는 이야기,TOKYO MX
2521,생활의 달인,['웨이브'],[],[],3.0,생활의 달인,2005,시사교양,한국,전체 관람가,수십년간 한 분야에 종사하며 부단한 열정과 노력으로 달인의 경지에 이르게 된 사람들. 삶의 스토리와 리얼리티가 담겨 있는 생활 달인은 그 자체가 다큐멘터리. 비록 소박한 일이지만 평생을 통해 최고가 된 '생활 달인'의 놀라운 득도의 경지를 만나는 시간.,SBS
2522,극한 직업,"['왓챠', '웨이브', '티빙']",[],[],3.8,극한 직업,2008,다큐멘터리/예능,한국,전체 관람가,극한의 직업에 종사하는 사람들의 삶을 밀착 촬영하여 생생하게 보여준다,EBS
2523,엘펜리트,,['칸베 마모루'],"['코바야시 사나에', '스즈키 치히로', '노토 마미코', '마츠오카 유키', '나바타메 히토미']",3.5,エルフェンリート,2004,애니메이션,일본,,오카모토 린의 동명의 만화를 원작으로 한 애니메이션,AT-X
2524,돌격!! 크로마티 고교,,[],"['사쿠라이 타카히로', '스즈키 타쿠마', '이나다 테츠', '와카모토 노리오', '료 나이토', '쿠로다 타카야']",3.6,魁!!クロマティ高校,2003,애니메이션/코미디,일본,,전국의 모든 불량아가 모여서 '불량학생의 메이저 리그'라고 불리우는 크로마티 고등학교. 우등생 카미야마 타카시는 자신을 도와준 친구를 위해 함께 크로마티 고교로 진학하지만 정작 친구는 수험에 낙방해 단신으로 크로마티 고교에 진학한다. 싸움과는 거리가 한참 먼 타카시는 학교생활을 불안해하지만 정작 크로마티 고교는 상상을 한참 넘어선 괴인들의 집합체였는데...,TV Tokyo
2525,어떤 마술의 금서목록 2기,['왓챠'],[],"['아베 아츠시', '이구치 유카', '사토 리나', '이토 시즈카', '타니야마 키쇼', '카츠 안리']",3.7,とある魔術の禁書目録,2010,애니메이션/판타지/액션,일본,15세 관람가,초능력이 과학으로 규명된 세계. 학생들의 (초)능력 개발을 목표로 하는 거대 학원 도시에 살고 있는 주인공 소년 카미죠 토우마가 인덱스(금서목록)라 자칭하는 수수께끼의 소녀를 만나게 되면서 벌어지는 일들을 그려가고 있다.,AT-X
2526,어떤 마술의 금서목록 1기,['왓챠'],[],"['아베 아츠시', '이구치 유카', '사토 리나', '이토 시즈카', '타니야마 키쇼', '카츠 안리']",3.6,とある魔術の禁書目録,2008,애니메이션/판타지/액션,일본,15세 관람가,"초능력이 과학에 의해 해명된 세계. 초,중,고, 대학이 몰려있는 ‘학원도시’는 초능력 개발을 필수 교육과정으로 지정하고 있기 때문에, 이곳 학생들은 초능력 지수로 능력을 평가받는다. 하지만 주인공 토우마는 신체검사에서 무능력자로 분류되어 하루하루 무의미하게 살고 있다. 그런 토우마 앞에 어느날 수녀복장을 한 소녀가 나타난다. 소녀는 자신의 이름이 금서목록(인덱스)이라며 마술사에 쫓기고 있다고 하고, 토우마는 과학과 마술이 교차하는 이세계로 빠져들게 되는데…",CTC
2527,칼 이야기,,[],"['호소야 요시마사', '타무라 유카리', '나카하라 마이', '스즈키 치히로', '미야모토 미츠루', '유야 아츠코']",3.7,刀語,2010,애니메이션,일본,,12자루 카타나(刀)를 찾아서 여행을 하는 칼을 쓰지 않는 검사인 야스리 시치카와 기책사를 자칭하는 토가메의 이야기를 그리고 있다.,Fuji TV
2528,듀라라라!! 시즌 1,,[],"['후쿠야마 쥰', '미야노 마모루', '후쿠엔 미사토', '오노 다이스케', '카지 유우키', '호리에 카즈마']",3.6,デュラララ!!,2010,애니메이션,일본,15세 관람가,"도쿄 이케부쿠로. 도시의 비일상을 동경하는 소년 류가미네 미카도는 소꿉친구인 키다 마사오미의 권유로 이케부쿠로에 있는 고등학교에 입학하기 위해 상경한다. 그 이케부쿠로에 살아가기 위해선 적으로 만들면 안 되는 존재들이 있었다. 이케부쿠로 최강의 사나이, 헤이와지마 시즈오. 수수께기의 정보상, 오리하라 이자야. 그리고 기묘한 조직 체계를 갖고 있는 정체불명의 조직 “달라즈”. 상경한 첫날부터 온갖 불안과 기대감이 교차하는 가운데 미카도가 목격하게 된 또 하나의 존재. 그것은 칠흑 같은 오토바이를 타고 거리를 누비는 이케부쿠로의 도시전설 “목 없는 라이더”였다. 연속 괴한 습격 사건, 정체불명의 조직“달라즈” 이케부쿠로 거리가 다시 소란스러워지기 시작했다--.",MBS
2529,다큐프라임 - 곤충 밀리미터의 세계,,[],[],3.9,다큐프라임 - 곤충 밀리미터의 세계,2014,다큐멘터리,한국,전체 관람가,"어디에선가 조용히 우리가 사는 세상을 만들어가는 존재들, 곤충. 곤충의 일생은 인간에 비해 슬프도록 짧지만, 그 생애 안에는 우주의 모든 원리가 투영된다.",EBS
2530,영 셸든 시즌 1,,[],"['이안 아미티지', '조 페리', '랜스 바버', '애니 포츠', '리건 리보드', '짐 파슨스']",4.0,Young Sheldon,2017,코미디/드라마/TV드라마,미국,,'빅뱅이론'의 주인공 셸든 쿠퍼의 어린 시절을 다룬 이야기.,CBS
2531,똑바로 살아라,['웨이브'],[],"['노주현', '박영규', '이응경', '최정윤', '신표', '김흥수']",3.9,똑바로 살아라,2002,TV드라마,한국,전체 관람가,정형외과를 중심으로 두 가족이 등장하는 코믹 시트콤,SBS
2532,천사들의 합창,,[],"['가브리엘라 리베로', '루드비카 팔레타', '아브라함 폰스', '크리스텔 클리트보', '일다 카베스', '호셉 비르']",3.9,Carrusel,1989,음악/TV드라마,멕시코,,멕시코의 초등학교를 배경으로 개성 만발의 아이들과 새로 부임한 자상한 교사 히메나 선생님 사이에 벌어지는 사건을 그린 어린이 드라마.,
2533,신 도라에몽 1기,"['왓챠', '웨이브', '티빙']",[],"['채민지', '김정아']",3.9,신 도라에몽,2005,애니메이션/키즈,일본,전체 관람가,22세기의 미래에서 온 고양이형 로봇 도라에몽과 공부도 운동도 못하는 아주 허약한 초등학생 노진구의 이야기를 그린 애니메이션,TV Asahi
2534,스타 트렉: 더 넥스트 제너레이션 시즌 1,['넷플릭스'],"['클리프 볼', '레 란다우', '윈리치 콜브', '클리프 볼', '레 란다우', '윈리치 콜브', '롭 보우먼', '로버트 쉐럴', '클리프 볼', '레 란다우', '윈리치 콜브', '롭 보우먼', '로버트 쉐럴', '롭 보우먼', '로버트 쉐럴']","['패트릭 스튜어트', '조나단 플레이크', '브렌트 스파이너', '르바 버튼', '마이클 돈', '마리나 설티스']",3.8,Star Trek: The Next Generation,1987,모험/미스터리/액션/TV드라마,미국,12세 관람가,스타트렉 오리지널 시리즈로부터 100년 후의 이야기로 새로 취역한 엔터프라이즈-D 호에서 장 뤽 피카드함장과 외계 종족 승무원들의 이야기를 다룬 SF 모험 드라마.,Netflix
2535,대공항2013,,"['미타니 코키', '미타니 코키', '미타니 코키']","['타케우치 유코', '이케마츠 소스케', '타케우치 유코', '이케마츠 소스케', '타케우치 유코', '이케마츠 소스케']",3.8,大空港2013,2013,TV드라마,일본,,하네다 공항의 기후가 불안정해서 작은 공항에 내리게 된 가족들의 대소동을 그린 논스톱 드라마.,WOWOW
2536,마호로역전번외지,,"['오오네 히토시', '오오네 히토시']","['나가야마 에이타', '마츠다 류헤이', '미우라 마사키', '와타나베 마키코', '나가사와 토시야', '우카지 타카시']",3.7,まほろ駅前番外地,2012,TV드라마,일본,,도쿄 교외 가상의 도시 마호로 역 주변에서 심부름센터를 하던 주인공 앞에 갑작스레 등장한 중학교 동창이 눌러 앉으며 벌어지는 이야기.,TV Tokyo
2537,식스 핏 언더 시즌 5,,"['로드리고 가르시아', '다니엘 아티아스', '로드리고 가르시아', '다니엘 아티아스', '로드리고 가르시아', '다니엘 아티아스']","['피터 크라우즈', '마이클 C. 홀', '프란시스 콘로이', '로렌 앰브로즈', '레이첼 그리피스', '프레디 로드리게스']",4.3,Six Feet Under,2005,코미디/드라마/TV드라마,미국,청소년 관람불가,장의사 일을 하는 가족의  이야기를 코믹하게 표현한 이야기,HBO
2538,식스 핏 언더 시즌 4,,"['마이클 쿠에스타', '다니엘 아티아스', '마이클 쿠에스타', '다니엘 아티아스']","['피터 크라우즈', '마이클 C. 홀', '프란시스 콘로이', '로렌 앰브로즈', '레이첼 그리피스', '프레디 로드리게스']",4.0,Six Feet Under,2004,코미디/드라마/TV드라마,미국,청소년 관람불가,장의사 일을 하는 가족의  이야기를 코믹하게 표현한 이야기,HBO
